date,region,price_index
2013-09-01,Scotland,70.2
2013-10-01,Scotland,70.0
2013-11-01,Scotland,70.7
2013-12-01,Scotland,69.8
2014-01-01,Scotland,69.8
2014-02-01,Scotland,68.7
2014-03-01,Scotland,69.6
2014-04-01,Scotland,71.2
2014-05-01,Scotland,72.4
2014-06-01,Scotland,73.3
2014-07-01,Scotland,74.3
2014-08-01,Scotland,74.5
2014-09-01,Scotland,74.1
2014-10-01,Scotland,74.2
2014-11-01,Scotland,73.3
2014-12-01,Scotland,72.9
2015-01-01,Scotland,74.2
2015-02-01,Scotland,72.9
2015-03-01,Scotland,76.8
2015-04-01,Scotland,73.7
2015-05-01,Scotland,74.6
2015-06-01,Scotland,75.3
2015-07-01,Scotland,76.4
2015-08-01,Scotland,76.2
2015-09-01,Scotland,76.0
2015-10-01,Scotland,75.7
2015-11-01,Scotland,76.1
2015-12-01,Scotland,75.1
2016-01-01,Scotland,75.2
2016-02-01,Scotland,74.0
2016-03-01,Scotland,74.9
2016-04-01,Scotland,75.0
2016-05-01,Scotland,76.0
2016-06-01,Scotland,77.1
2016-07-01,Scotland,78.2
2016-08-01,Scotland,77.4
2016-09-01,Scotland,77.2
2016-10-01,Scotland,76.7
2016-11-01,Scotland,77.4
2016-12-01,Scotland,76.0
2017-01-01,Scotland,76.0
2017-02-01,Scotland,74.8
2017-03-01,Scotland,75.2
2017-04-01,Scotland,77.5
2017-05-01,Scotland,78.1
2017-06-01,Scotland,78.9
2017-07-01,Scotland,81.1
2017-08-01,Scotland,80.9
2017-09-01,Scotland,79.4
2017-10-01,Scotland,79.7
2017-11-01,Scotland,80.4
2017-12-01,Scotland,79.8
2018-01-01,Scotland,80.7
2018-02-01,Scotland,80.2
2018-03-01,Scotland,79.5
2018-04-01,Scotland,81.6
2018-05-01,Scotland,81.7
2018-06-01,Scotland,82.4
2018-07-01,Scotland,83.4
2018-08-01,Scotland,83.6
2018-09-01,Scotland,83.2
2018-10-01,Scotland,83.3
2018-11-01,Scotland,82.2
2018-12-01,Scotland,81.5
2019-01-01,Scotland,82.3
2019-02-01,Scotland,80.7
2019-03-01,Scotland,82.2
2019-04-01,Scotland,82.9
2019-05-01,Scotland,83.2
2019-06-01,Scotland,83.9
2019-07-01,Scotland,85.1
2019-08-01,Scotland,84.7
2019-09-01,Scotland,85.1
2019-10-01,Scotland,84.6
2019-11-01,Scotland,83.8
2019-12-01,Scotland,82.6
2020-01-01,Scotland,84.4
2020-02-01,Scotland,82.2
2020-03-01,Scotland,82.8
2020-04-01,Scotland,83.4
2020-05-01,Scotland,84.0
2020-06-01,Scotland,85.4
2020-07-01,Scotland,85.0
2020-08-01,Scotland,85.0
2020-09-01,Scotland,88.3
2020-10-01,Scotland,89.6
2020-11-01,Scotland,90.2
2020-12-01,Scotland,89.2
2021-01-01,Scotland,90.2
2021-02-01,Scotland,88.9
2021-03-01,Scotland,91.9
2021-04-01,Scotland,88.4
2021-05-01,Scotland,92.5
2021-06-01,Scotland,94.4
2021-07-01,Scotland,96.4
2021-08-01,Scotland,97.5
2021-09-01,Scotland,97.6
2021-10-01,Scotland,97.6
2021-11-01,Scotland,98.7
2021-12-01,Scotland,96.6
2022-01-01,Scotland,99.1
2022-02-01,Scotland,97.6
2022-03-01,Scotland,98.0
2022-04-01,Scotland,100.0
2022-05-01,Scotland,101.3
2022-06-01,Scotland,103.4
2022-07-01,Scotland,104.5
2022-08-01,Scotland,104.7
2022-09-01,Scotland,103.7
2022-10-01,Scotland,104.1
2022-11-01,Scotland,103.1
2022-12-01,Scotland,100.3
2023-01-01,Scotland,100.0
2023-02-01,Scotland,97.8
2023-03-01,Scotland,99.0
2023-04-01,Scotland,100.2
2023-05-01,Scotland,102.7
2023-06-01,Scotland,101.5
2023-07-01,Scotland,103.4
2023-08-01,Scotland,104.3
2023-09-01,Scotland,103.0
2023-10-01,Scotland,102.8
2023-11-01,Scotland,102.3
2023-12-01,Scotland,100.8
2024-01-01,Scotland,102.4
2024-02-01,Scotland,100.5
2024-03-01,Scotland,101.5
2024-04-01,Scotland,103.2
2024-05-01,Scotland,103.0
2024-06-01,Scotland,103.5
2024-07-01,Scotland,106.2
2024-08-01,Scotland,106.4
2024-09-01,Scotland,105.4
2024-10-01,Scotland,106.0
2024-11-01,Scotland,105.5
2024-12-01,Scotland,103.9
2025-01-01,Scotland,106.0
2025-02-01,Scotland,104.3
2025-03-01,Scotland,104.9
2025-04-01,Scotland,107.3
2025-05-01,Scotland,106.6
2025-06-01,Scotland,108.8
2025-07-01,Scotland,109.8
2025-08-01,Scotland,110.2
2025-09-01,Scotland,110.2
2025-10-01,Scotland,109.6
